sample_id,defense,defense_params,threshold,similarity_after_attack,mean_similarity,embedding_std,is_static,reject_reason,accepted_after_attack,accepted_after_defense,attack_success_after_defense,defense_success,defense_time_sec
vf_1a4a35393e20,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.64751679,0.54154478,0.00653747,True,static_image,True,False,False,True,0.857199
vf_69175dbfa8d3,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.63731933,0.54721035,0.00576659,True,static_image,True,False,False,True,1.010087
vf_c81119d6f007,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.59527409,0.5092896,0.00474855,True,static_image,True,False,False,True,1.033311
vf_498718c6771b,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.53963292,0.48599926,0.00427945,True,static_image,True,False,False,True,0.915075
vf_e107de7de7da,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.59028733,0.49779747,0.00533014,True,static_image,True,False,False,True,0.892398
vf_a23252c49cc4,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.54455751,0.46589387,0.00518881,True,static_image,True,False,False,True,0.996391
vf_2c466f39d332,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.56392252,0.46705566,0.00631741,True,static_image,True,False,False,True,0.898707
vf_f57c19c5dea3,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.47401795,0.39386136,0.00437186,True,static_image,False,False,False,False,0.976685
vf_a8e2b921c5b6,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.43004632,0.34782884,0.00519601,True,static_image,False,False,False,False,0.905837
vf_13a12934ff67,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.45301235,0.39407963,0.00473569,True,static_image,False,False,False,False,0.960816
vf_5820ea90f485,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.39753827,0.3251658,0.00440707,True,static_image,False,False,False,False,0.885381
vf_2930b537e255,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.5750457,0.49023762,0.00543728,True,static_image,True,False,False,True,0.869885
vf_eb469b686ce7,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.46973717,0.390817,0.0046117,True,static_image,False,False,False,False,0.852581
vf_02078c82c5db,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.71012312,0.61910802,0.00558484,True,static_image,True,False,False,True,0.89827
vf_81ae781b218a,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.44783095,0.36022091,0.00483526,True,static_image,False,False,False,False,0.833855
vf_c3984b058a86,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.35777718,0.24984282,0.00575229,True,static_image,False,False,False,False,0.901055
vf_3f651fc8ba9f,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.70092881,0.62819068,0.00614615,True,static_image,True,False,False,True,0.803315
vf_5e27ff52cbc6,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.66758567,0.60007159,0.00548208,True,static_image,True,False,False,True,0.802838
vf_9ace921f0225,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.59128428,0.48604636,0.00497225,True,static_image,True,False,False,True,0.894837
vf_30e8c64b814c,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.62246752,0.53005608,0.00501981,True,static_image,True,False,False,True,0.881276
vf_32404cabc23c,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.74971253,0.70023715,0.00530514,True,static_image,True,False,False,True,0.853231
vf_53d46e8db10e,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.48609057,0.40589058,0.00529645,True,static_image,True,False,False,True,0.877591
vf_d694167e9725,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.44271356,0.39667559,0.00481351,True,static_image,False,False,False,False,0.910334
vf_07cf156bd5b2,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.76901895,0.69791409,0.00615139,True,static_image,True,False,False,True,0.825326
vf_88daab4b79fc,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.42918509,0.38305167,0.0042546,True,static_image,False,False,False,False,0.933152
vf_3c0c901eb282,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.69724667,0.64485515,0.00444942,True,static_image,True,False,False,True,0.954069
vf_27aca419b7af,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.70048028,0.61230357,0.00642516,True,static_image,True,False,False,True,0.887612
vf_a282ca20f9db,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.5338518,0.42849952,0.0064283,True,static_image,True,False,False,True,0.838764
vf_5161d764390e,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.40393558,0.31008104,0.00508487,True,static_image,False,False,False,False,0.825593
vf_b7984d7baebe,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.65716189,0.58797262,0.00536857,True,static_image,True,False,False,True,0.939031
vf_517bc045f993,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.53772897,0.45244275,0.0045737,True,static_image,True,False,False,True,0.949359
vf_7115de04e344,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.64312524,0.57059118,0.00521701,True,static_image,True,False,False,True,1.240085
vf_11499d8bd2f2,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.42546353,0.36431928,0.00446012,True,static_image,False,False,False,False,1.129441
vf_0c740ed362fa,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.66029459,0.58984334,0.00416542,True,static_image,True,False,False,True,1.05105
vf_da425b64a666,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.54449701,0.47412486,0.00600073,True,static_image,True,False,False,True,1.141268
vf_7234807594c7,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.57966363,0.50905155,0.00514499,True,static_image,True,False,False,True,0.832834
vf_5e55848a9327,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.62548357,0.56700331,0.004575,True,static_image,True,False,False,True,0.799954
vf_bc6f07cdfb64,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.7214722,0.64479682,0.00508612,True,static_image,True,False,False,True,0.883455
vf_c881dcaacc5c,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.80284739,0.74502972,0.00459317,True,static_image,True,False,False,True,1.07901
vf_7067569a1052,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.62827718,0.56998858,0.00568294,True,static_image,True,False,False,True,1.346085
vf_6f5a7ccd035b,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.45193756,0.3705938,0.00470825,True,static_image,False,False,False,False,1.013494
vf_69347058fea9,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.66382629,0.61506774,0.00394951,True,static_image,True,False,False,True,0.989867
vf_7adbcba2f659,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.60974216,0.53384318,0.00533675,True,static_image,True,False,False,True,1.039434
vf_813b582996b0,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.72140396,0.62364619,0.00528232,True,static_image,True,False,False,True,0.909896
vf_6b0e24ee0c42,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.62422049,0.55995845,0.004298,True,static_image,True,False,False,True,1.029669
vf_2b633530dc06,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.64781165,0.55592606,0.00652779,True,static_image,True,False,False,True,1.122764
vf_5f9215622b13,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.48630953,0.38454688,0.00648748,True,static_image,True,False,False,True,0.885838
vf_b17c86a3ea19,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.50978082,0.43167818,0.00522473,True,static_image,True,False,False,True,0.833654
vf_f1d0486172a0,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.68940109,0.58867474,0.0065109,True,static_image,True,False,False,True,0.925076
vf_5fefae7baf11,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.58810425,0.53653607,0.00434528,True,static_image,True,False,False,True,0.944476
vf_6929e956eb55,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.40261775,0.31756623,0.00417966,True,static_image,False,False,False,False,0.855995
vf_d6bbc36eb3a1,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.62649572,0.51999702,0.00566131,True,static_image,True,False,False,True,0.804402
vf_e57b102395f1,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.542292,0.43600143,0.00545378,True,static_image,True,False,False,True,0.981086
vf_6de98ee3f79f,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.48942947,0.41878097,0.00464939,True,static_image,True,False,False,True,0.861494
vf_2322685d98ee,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.48146623,0.40284272,0.00632985,True,static_image,True,False,False,True,0.85815
vf_706e2b75254c,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.78762037,0.71461951,0.00476493,True,static_image,True,False,False,True,0.927199
vf_27cbdaa2d10a,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.4388282,0.36342553,0.00393312,True,static_image,False,False,False,False,0.966745
vf_34c04a49a43f,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.62508571,0.51531094,0.00563647,True,static_image,True,False,False,True,0.93573
vf_8fd0ba6d5a59,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.58670843,0.53589674,0.00358893,True,static_image,True,False,False,True,1.048658
vf_6a63f157f962,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.6222719,0.5075579,0.005848,True,static_image,True,False,False,True,1.051714
vf_fc3d91e52d0c,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.60694122,0.51617435,0.00478402,True,static_image,True,False,False,True,0.933814
vf_c5ad29a93239,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.4919723,0.39119036,0.0062751,True,static_image,True,False,False,True,0.80437
vf_fb9fc409e7cd,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.52741891,0.46958019,0.00433973,True,static_image,True,False,False,True,0.848648
vf_6be53278bc7b,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.4424099,0.3329673,0.00575167,True,static_image,False,False,False,False,0.831495
vf_0e5d5858de2b,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.51396734,0.45578363,0.00457138,True,static_image,True,False,False,True,0.836194
vf_93abc506fb23,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.61170793,0.52648266,0.00484313,True,static_image,True,False,False,True,0.792312
vf_fac2e7818510,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.85301054,0.78381044,0.00598074,True,static_image,True,False,False,True,0.916911
vf_13d5d3fae321,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.57804531,0.50085753,0.00554957,True,static_image,True,False,False,True,0.850315
vf_34d3aacf6835,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.69334275,0.58390903,0.00661832,True,static_image,True,False,False,True,0.919488
vf_7dba6446a3fd,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.48977059,0.39875697,0.00552823,True,static_image,True,False,False,True,0.823474
vf_87b25b3220a2,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.53028208,0.43851963,0.00552558,True,static_image,True,False,False,True,0.893572
vf_be41f89ac067,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.61463392,0.5361961,0.00578812,True,static_image,True,False,False,True,0.825806
vf_2b57f4beca06,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.64625371,0.58928601,0.0046728,True,static_image,True,False,False,True,0.774067
vf_a60b00595fd9,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.50037992,0.37005091,0.0058409,True,static_image,True,False,False,True,0.846703
vf_0591f2a2c339,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.88146496,0.77130408,0.00738099,True,static_image,True,False,False,True,0.876894
vf_d6917f1f0a42,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.59695071,0.49449436,0.00641501,True,static_image,True,False,False,True,0.852607
vf_959f46c9c7af,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.54770464,0.45655425,0.00497322,True,static_image,True,False,False,True,0.93633
vf_26e61d74d27f,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.6393522,0.54154508,0.00551292,True,static_image,True,False,False,True,1.142774
vf_42a4f8a1f5fe,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.51401764,0.42349735,0.00592889,True,static_image,True,False,False,True,0.833391
vf_c241d9ece98e,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.64413863,0.55281894,0.00586776,True,static_image,True,False,False,True,0.865046
vf_58246b8715b4,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.67302829,0.54763215,0.00694529,True,static_image,True,False,False,True,0.857244
vf_47f2fcecb685,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.65375811,0.55040526,0.00631955,True,static_image,True,False,False,True,0.917091
vf_5763c567fa7f,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.62133402,0.51540585,0.00525183,True,static_image,True,False,False,True,1.155174
vf_53041ab01867,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.56838417,0.49886431,0.00459282,True,static_image,True,False,False,True,0.897524
vf_79a6a001672e,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.61619002,0.50095249,0.00570066,True,static_image,True,False,False,True,0.857343
vf_5ac12474b323,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.56827426,0.46785669,0.00597357,True,static_image,True,False,False,True,0.846526
vf_6ebbe2b8ba39,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.58929801,0.4842634,0.00668668,True,static_image,True,False,False,True,1.010855
vf_41d07a4257d6,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.52429014,0.42231524,0.00491944,True,static_image,True,False,False,True,1.182862
vf_d8af3b18e907,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.46197733,0.36572769,0.00569435,True,static_image,False,False,False,False,1.153479
vf_d4a4df257b90,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.47845125,0.40522772,0.00506683,True,static_image,False,False,False,False,1.148663
vf_922f98628366,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.42300171,0.33776942,0.00475882,True,static_image,False,False,False,False,0.817393
vf_45c024f9f2db,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.59601438,0.49498886,0.00555756,True,static_image,True,False,False,True,0.798218
vf_b67eae4dddb8,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.50815326,0.40561135,0.00504192,True,static_image,True,False,False,True,0.879948
vf_f4ee66182b4f,temporal_consistency,"{""n_frames"": 10, ""static_thresh"": 0.015}",0.47966246581077576,0.73281974,0.63174624,0.00576872,True,static_image,True,False,False,True,0.855901
